Designator,Mid X,Mid Y,Rotation,Layer
C1,99.0,-101.5,270.0,top
C2,99.5,-86.5,270.0,top
C3,101.5,-86.5,270.0,top
D1,103.0,-101.5,270.0,top
J1,97.0,-93.5,270.0,top
R1,103.5,-86.5,90.0,top
R2,97.0,-101.5,90.0,top
R3,97.5,-86.5,90.0,top
R4,101.0,-101.5,270.0,top
U1,106.5,-81.5,270.0,top
U2,114.0,-97.0,180.0,top
U3,133.0,-90.0,0.0,top
U4,152.0,-97.0,180.0,top
U5,171.0,-90.0,0.0,top
X1,114.5,-83.0,180.0,top
